programmeCourseId,studyYear,academicYear_programmeCourse,courseType,ConsistsOf,Includes
PC4440,2,2016-2017,compulsory-elective,1123,10071
PC4441,2,2016-2017,compulsory-elective,1220,10071
PC4442,2,2016-2017,compulsory-elective,1165,10071
PC4443,2,2016-2017,compulsory-elective,1077,10071
PC4444,2,2016-2017,compulsory-elective,1056,10071
PC4445,2,2017-2018,compulsory,1282,10071
PC4446,2,2017-2018,compulsory,1089,10071
PC4447,2,2017-2018,compulsory-elective,1297,10071
PC4448,2,2017-2018,compulsory-elective,1248,10071
PC4449,2,2017-2018,compulsory-elective,1227,10071
PC4450,2,2017-2018,compulsory-elective,1037,10071
PC4451,2,2017-2018,compulsory-elective,1296,10071
PC4452,2,2017-2018,compulsory-elective,1266,10071
PC4453,2,2017-2018,compulsory-elective,1201,10071
PC4454,2,2017-2018,compulsory-elective,1011,10071
PC4455,2,2018-2019,compulsory,1178,10071
PC4456,2,2018-2019,compulsory,1033,10071
PC4457,2,2018-2019,compulsory-elective,1258,10071
PC4458,2,2018-2019,compulsory-elective,1096,10071
PC4459,2,2018-2019,compulsory-elective,1065,10071
PC4460,2,2018-2019,elective,1263,10071
PC4461,2,2018-2019,elective,1211,10071
PC4462,2,2018-2019,elective,1184,10071
PC4463,2,2018-2019,elective,1173,10071
PC4464,2,2018-2019,elective,1027,10071
PC4465,2,2018-2019,elective,1012,10071
PC4466,2,2019-2020,compulsory,1080,10071
PC4467,2,2019-2020,compulsory,1032,10071
PC4468,2,2019-2020,compulsory-elective,1282,10071
PC4469,2,2019-2020,compulsory-elective,1124,10071
PC4470,2,2019-2020,compulsory-elective,1083,10071
PC4471,2,2019-2020,compulsory-elective,1026,10071
PC4472,2,2019-2020,compulsory-elective,1297,10071
PC4473,2,2019-2020,compulsory-elective,1152,10071
PC4474,2,2019-2020,compulsory-elective,1028,10071
PC4475,2,2019-2020,compulsory-elective,1006,10071
PC4476,2,2020-2021,compulsory,1046,10071
PC4477,2,2020-2021,compulsory-elective,1271,10071
PC4478,2,2020-2021,compulsory-elective,1201,10071
PC4479,2,2020-2021,elective,1258,10071
PC4480,2,2020-2021,elective,1259,10071
PC4481,2,2020-2021,elective,1241,10071
PC4482,2,2020-2021,elective,1038,10071
PC4483,2,2020-2021,elective,1022,10071
PC4484,2,2021-2022,compulsory,1043,10071
PC4485,2,2021-2022,compulsory-elective,1264,10071
PC4486,2,2021-2022,compulsory-elective,1041,10071
PC4487,2,2021-2022,compulsory-elective,1037,10071
PC4488,2,2021-2022,elective,1270,10071
PC4489,2,2021-2022,elective,1254,10071
PC4490,2,2021-2022,elective,1232,10071
PC4491,2,2021-2022,elective,1032,10071
PC4492,2,2022-2023,compulsory,1177,10071
PC4493,2,2022-2023,compulsory-elective,1262,10071
PC4494,2,2022-2023,compulsory-elective,1242,10071
PC4495,2,2022-2023,compulsory-elective,1104,10071
PC4496,2,2022-2023,elective,1263,10071
PC4497,2,2022-2023,elective,1226,10071
PC4498,2,2022-2023,elective,1158,10071
PC4499,2,2022-2023,elective,1037,10071
PC4500,2,2022-2023,elective,1011,10071
PC4501,2,2023-2024,compulsory,1155,10071
PC4502,2,2023-2024,compulsory,1034,10071
PC4503,2,2023-2024,compulsory-elective,1273,10071
PC4504,2,2023-2024,compulsory-elective,1220,10071
PC4505,2,2023-2024,compulsory-elective,1099,10071
PC4506,2,2023-2024,compulsory-elective,1080,10071
PC4507,2,2023-2024,compulsory-elective,1283,10071
PC4508,2,2023-2024,compulsory-elective,1189,10071
PC4509,2,2023-2024,compulsory-elective,1092,10071
PC4510,2,2023-2024,compulsory-elective,1005,10071
PC4511,3,2013-2014,compulsory,1218,10071
PC4512,3,2013-2014,compulsory-elective,1287,10071
PC4513,3,2013-2014,compulsory-elective,1212,10071
PC4514,3,2013-2014,compulsory-elective,1077,10071
PC4515,3,2013-2014,compulsory-elective,1070,10071
PC4516,3,2013-2014,elective,1224,10071
PC4517,3,2013-2014,elective,1153,10071
PC4518,3,2013-2014,elective,1119,10071
PC4519,3,2013-2014,elective,1111,10071
PC4520,3,2013-2014,elective,1086,10071
PC4521,3,2013-2014,elective,1080,10071
PC4522,3,2014-2015,compulsory,1290,10071
PC4523,3,2014-2015,compulsory-elective,1189,10071
PC4524,3,2014-2015,compulsory-elective,1096,10071
PC4525,3,2014-2015,elective,1297,10071
PC4526,3,2014-2015,elective,1174,10071
PC4527,3,2014-2015,elective,1168,10071
PC4528,3,2014-2015,elective,1113,10071
PC4529,3,2014-2015,elective,1053,10071
PC4530,3,2015-2016,compulsory,1136,10071
PC4531,3,2015-2016,compulsory-elective,1226,10071
PC4532,3,2015-2016,compulsory-elective,1218,10071
PC4533,3,2015-2016,compulsory-elective,1165,10071
PC4534,3,2015-2016,compulsory-elective,1083,10071
PC4535,3,2015-2016,elective,1291,10071
PC4536,3,2015-2016,elective,1245,10071
PC4537,3,2015-2016,elective,1158,10071
PC4538,3,2015-2016,elective,1134,10071
PC4539,3,2015-2016,elective,1121,10071
PC4540,3,2015-2016,elective,1112,10071
PC4541,3,2016-2017,compulsory,1118,10071
PC4542,3,2016-2017,compulsory-elective,1128,10071
PC4543,3,2016-2017,compulsory-elective,1054,10071
PC4544,3,2016-2017,elective,1243,10071
PC4545,3,2016-2017,elective,1215,10071
PC4546,3,2016-2017,elective,1061,10071
PC4547,3,2016-2017,elective,1040,10071
PC4548,3,2017-2018,compulsory,1258,10071
PC4549,3,2017-2018,compulsory,1172,10071
PC4550,3,2017-2018,compulsory,1283,10071
PC4551,3,2017-2018,compulsory,1278,10071
PC4552,3,2017-2018,elective,1156,10071
PC4553,3,2017-2018,elective,1107,10071
PC4554,3,2017-2018,elective,1082,10071
PC4555,3,2017-2018,elective,1057,10071
PC4556,3,2017-2018,elective,1036,10071
PC4557,3,2018-2019,compulsory,1144,10071
PC4558,3,2018-2019,compulsory-elective,1249,10071
PC4559,3,2018-2019,compulsory-elective,1246,10071
PC4560,3,2018-2019,compulsory-elective,1094,10071
PC4561,3,2018-2019,compulsory-elective,1028,10071
PC4562,3,2018-2019,elective,1268,10071
PC4563,3,2018-2019,elective,1179,10071
PC4564,3,2018-2019,elective,1170,10071
PC4565,3,2018-2019,elective,1158,10071
PC4566,3,2018-2019,elective,1062,10071
PC4567,3,2019-2020,compulsory,1194,10071
PC4568,3,2019-2020,compulsory-elective,1250,10071
PC4569,3,2019-2020,compulsory-elective,1241,10071
PC4570,3,2019-2020,compulsory-elective,1222,10071
PC4571,3,2019-2020,compulsory-elective,1159,10071
PC4572,3,2019-2020,elective,1259,10071
PC4573,3,2019-2020,elective,1244,10071
PC4574,3,2019-2020,elective,1238,10071
PC4575,3,2019-2020,elective,1203,10071
PC4576,3,2019-2020,elective,1054,10071
PC4577,3,2019-2020,elective,1016,10071
PC4578,3,2020-2021,compulsory,1206,10071
PC4579,3,2020-2021,compulsory,1004,10071
PC4580,3,2020-2021,compulsory-elective,1268,10071
PC4581,3,2020-2021,compulsory-elective,1193,10071
PC4582,3,2020-2021,compulsory-elective,1141,10071
PC4583,3,2020-2021,compulsory-elective,1028,10071
PC4584,3,2020-2021,elective,1235,10071
PC4585,3,2020-2021,elective,1185,10071
PC4586,3,2020-2021,elective,1173,10071
PC4587,3,2020-2021,elective,1103,10071
PC4588,3,2020-2021,elective,1010,10071
PC4589,3,2021-2022,compulsory,1159,10071
PC4590,3,2021-2022,compulsory-elective,1294,10071
PC4591,3,2021-2022,compulsory-elective,1281,10071
PC4592,3,2021-2022,compulsory-elective,1137,10071
PC4593,3,2021-2022,compulsory-elective,1098,10071
PC4594,3,2021-2022,elective,1285,10071
PC4595,3,2021-2022,elective,1223,10071
PC4596,3,2021-2022,elective,1207,10071
PC4597,3,2021-2022,elective,1160,10071
PC4598,3,2021-2022,elective,1104,10071
PC4599,3,2021-2022,elective,1044,10071
PC4600,3,2022-2023,compulsory,1043,10071
PC4601,3,2022-2023,compulsory-elective,1217,10071
PC4602,3,2022-2023,compulsory-elective,1088,10071
PC4603,3,2022-2023,elective,1250,10071
PC4604,3,2022-2023,elective,1222,10071
PC4605,3,2022-2023,elective,1127,10071
PC4606,3,2022-2023,elective,1099,10071
PC4607,3,2022-2023,elective,1092,10071
PC4608,3,2023-2024,compulsory,1035,10071
PC4609,3,2023-2024,compulsory-elective,1297,10071
PC4610,3,2023-2024,compulsory-elective,1222,10071
PC4611,3,2023-2024,compulsory-elective,1146,10071
PC4612,3,2023-2024,elective,1239,10071
PC4613,3,2023-2024,elective,1092,10071
PC4614,3,2023-2024,elective,1088,10071
PC4615,3,2023-2024,elective,1050,10071
PC4616,3,2023-2024,elective,1030,10071
PC4617,3,2023-2024,elective,1014,10071
PC4618,1,2013-2014,compulsory,1182,10072
PC4619,1,2013-2014,compulsory,1004,10072
PC4620,1,2013-2014,compulsory-elective,1262,10072
PC4621,1,2013-2014,compulsory-elective,1159,10072
PC4622,1,2013-2014,compulsory-elective,1104,10072
PC4623,1,2013-2014,elective,1228,10072
PC4624,1,2013-2014,elective,1215,10072
PC4625,1,2013-2014,elective,1191,10072
PC4626,1,2013-2014,elective,1095,10072
PC4627,1,2013-2014,elective,1030,10072
PC4628,1,2014-2015,compulsory,1272,10072
PC4629,1,2014-2015,compulsory,1088,10072
PC4630,1,2014-2015,compulsory,1227,10072
PC4631,1,2014-2015,compulsory,1146,10072
PC4632,1,2014-2015,elective,1242,10072
PC4633,1,2014-2015,elective,1197,10072
PC4634,1,2014-2015,elective,1180,10072
PC4635,1,2014-2015,elective,1148,10072
PC4636,1,2014-2015,elective,1143,10072
PC4637,1,2014-2015,elective,1119,10072
PC4638,1,2015-2016,compulsory,1140,10072
PC4639,1,2015-2016,compulsory,1136,10072
PC4640,1,2015-2016,compulsory-elective,1262,10072
PC4641,1,2015-2016,compulsory-elective,1252,10072
PC4642,1,2015-2016,compulsory-elective,1160,10072
PC4643,1,2015-2016,compulsory-elective,1072,10072
PC4644,1,2015-2016,elective,1268,10072
PC4645,1,2015-2016,elective,1192,10072
PC4646,1,2015-2016,elective,1133,10072
PC4647,1,2015-2016,elective,1104,10072
PC4648,1,2015-2016,elective,1083,10072
PC4649,1,2015-2016,elective,1032,10072
PC4650,1,2016-2017,compulsory,1107,10072
PC4651,1,2016-2017,compulsory,1030,10072
PC4652,1,2016-2017,compulsory,1114,10072
PC4653,1,2016-2017,compulsory,1090,10072
PC4654,1,2016-2017,elective,1239,10072
PC4655,1,2016-2017,elective,1218,10072
PC4656,1,2016-2017,elective,1210,10072
PC4657,1,2016-2017,elective,1132,10072
PC4658,1,2017-2018,compulsory,1141,10072
PC4659,1,2017-2018,compulsory-elective,1123,10072
PC4660,1,2017-2018,compulsory-elective,1092,10072
PC4661,1,2017-2018,compulsory-elective,1074,10072
PC4662,1,2017-2018,compulsory-elective,1025,10072
PC4663,1,2017-2018,elective,1296,10072
PC4664,1,2017-2018,elective,1159,10072
PC4665,1,2017-2018,elective,1151,10072
PC4666,1,2017-2018,elective,1122,10072
PC4667,1,2017-2018,elective,1071,10072
PC4668,1,2017-2018,elective,1031,10072
PC4669,1,2018-2019,compulsory,1083,10072
PC4670,1,2018-2019,compulsory-elective,1281,10072
PC4671,1,2018-2019,compulsory-elective,1061,10072
PC4672,1,2018-2019,elective,1220,10072
PC4673,1,2018-2019,elective,1201,10072
PC4674,1,2018-2019,elective,1199,10072
PC4675,1,2018-2019,elective,1124,10072
PC4676,1,2018-2019,elective,1076,10072
PC4677,1,2018-2019,elective,1056,10072
PC4678,1,2019-2020,compulsory,1271,10072
PC4679,1,2019-2020,compulsory,1136,10072
PC4680,1,2019-2020,compulsory,1253,10072
PC4681,1,2019-2020,compulsory,1237,10072
PC4682,1,2019-2020,elective,1221,10072
PC4683,1,2019-2020,elective,1203,10072
PC4684,1,2019-2020,elective,1086,10072
PC4685,1,2019-2020,elective,1007,10072
PC4686,1,2020-2021,compulsory,1150,10072
PC4687,1,2020-2021,compulsory-elective,1258,10072
PC4688,1,2020-2021,compulsory-elective,1137,10072
PC4689,1,2020-2021,elective,1228,10072
PC4690,1,2020-2021,elective,1226,10072
PC4691,1,2020-2021,elective,1185,10072
PC4692,1,2020-2021,elective,1178,10072
PC4693,1,2021-2022,compulsory,1232,10072
PC4694,1,2021-2022,compulsory,1068,10072
PC4695,1,2021-2022,compulsory-elective,1282,10072
PC4696,1,2021-2022,compulsory-elective,1160,10072
PC4697,1,2021-2022,compulsory-elective,1032,10072
PC4698,1,2021-2022,compulsory-elective,1022,10072
PC4699,1,2021-2022,elective,1286,10072
PC4700,1,2021-2022,elective,1278,10072
PC4701,1,2021-2022,elective,1239,10072
PC4702,1,2021-2022,elective,1212,10072
PC4703,1,2021-2022,elective,1199,10072
PC4704,1,2022-2023,compulsory,1296,10072
PC4705,1,2022-2023,compulsory,1053,10072
PC4706,1,2022-2023,compulsory-elective,1245,10072
PC4707,1,2022-2023,compulsory-elective,1238,10072
PC4708,1,2022-2023,compulsory-elective,1170,10072
PC4709,1,2022-2023,elective,1288,10072
PC4710,1,2022-2023,elective,1246,10072
PC4711,1,2022-2023,elective,1186,10072
PC4712,1,2022-2023,elective,1102,10072
PC4713,1,2022-2023,elective,1093,10072
PC4714,1,2022-2023,elective,1058,10072
PC4715,1,2023-2024,compulsory,1034,10072
PC4716,1,2023-2024,compulsory-elective,1295,10072
PC4717,1,2023-2024,compulsory-elective,1279,10072
PC4718,1,2023-2024,compulsory-elective,1190,10072
PC4719,1,2023-2024,compulsory-elective,1026,10072
PC4720,1,2023-2024,elective,1247,10072
PC4721,1,2023-2024,elective,1194,10072
PC4722,1,2023-2024,elective,1131,10072
PC4723,1,2023-2024,elective,1121,10072
PC4724,1,2023-2024,elective,1051,10072
PC4725,1,2023-2024,elective,1003,10072
PC4726,2,2013-2014,compulsory,1266,10072
PC4727,2,2013-2014,compulsory,1017,10072
PC4728,2,2013-2014,compulsory-elective,1222,10072
PC4729,2,2013-2014,compulsory-elective,1117,10072
PC4730,2,2013-2014,compulsory-elective,1072,10072
PC4731,2,2013-2014,elective,1204,10072
PC4732,2,2013-2014,elective,1137,10072
PC4733,2,2013-2014,elective,1121,10072
PC4734,2,2013-2014,elective,1122,10072
PC4735,2,2013-2014,elective,1113,10072
PC4736,2,2013-2014,elective,1073,10072
PC4737,2,2014-2015,compulsory,1032,10072
PC4738,2,2014-2015,compulsory-elective,1201,10072
PC4739,2,2014-2015,compulsory-elective,1149,10072
PC4740,2,2014-2015,compulsory-elective,1097,10072
PC4741,2,2014-2015,elective,1258,10072
PC4742,2,2014-2015,elective,1214,10072
PC4743,2,2014-2015,elective,1145,10072
PC4744,2,2014-2015,elective,1096,10072
PC4745,2,2015-2016,compulsory,1153,10072
PC4746,2,2015-2016,compulsory-elective,1290,10072
PC4747,2,2015-2016,compulsory-elective,1270,10072
PC4748,2,2015-2016,compulsory-elective,1152,10072
PC4749,2,2015-2016,compulsory-elective,1095,10072
PC4750,2,2015-2016,compulsory-elective,1177,10072
PC4751,2,2015-2016,compulsory-elective,1114,10072
PC4752,2,2015-2016,compulsory-elective,1059,10072
PC4753,2,2015-2016,compulsory-elective,1025,10072
PC4754,2,2016-2017,compulsory,1290,10072
PC4755,2,2016-2017,compulsory-elective,1123,10072
PC4756,2,2016-2017,compulsory-elective,1049,10072
PC4757,2,2016-2017,compulsory-elective,1030,10072
PC4758,2,2016-2017,elective,1214,10072
PC4759,2,2016-2017,elective,1192,10072
PC4760,2,2016-2017,elective,1068,10072
PC4761,2,2016-2017,elective,1038,10072
PC4762,2,2016-2017,elective,1023,10072
PC4763,2,2017-2018,compulsory,1211,10072
PC4764,2,2017-2018,compulsory,1151,10072
PC4765,2,2017-2018,compulsory-elective,1271,10072
PC4766,2,2017-2018,compulsory-elective,1210,10072
PC4767,2,2017-2018,compulsory-elective,1067,10072
PC4768,2,2017-2018,compulsory-elective,1048,10072
PC4769,2,2017-2018,elective,1161,10072
PC4770,2,2017-2018,elective,1134,10072
PC4771,2,2017-2018,elective,1129,10072
PC4772,2,2017-2018,elective,1112,10072
PC4773,2,2017-2018,elective,1004,10072
PC4774,2,2018-2019,compulsory,1151,10072
PC4775,2,2018-2019,compulsory,1089,10072
PC4776,2,2018-2019,compulsory-elective,1271,10072
PC4777,2,2018-2019,compulsory-elective,1242,10072
PC4778,2,2018-2019,compulsory-elective,1206,10072
PC4779,2,2018-2019,compulsory-elective,1160,10072
PC4780,2,2018-2019,elective,1245,10072
PC4781,2,2018-2019,elective,1207,10072
PC4782,2,2018-2019,elective,1197,10072
PC4783,2,2018-2019,elective,1187,10072
PC4784,2,2018-2019,elective,1143,10072
PC4785,2,2018-2019,elective,1124,10072
PC4786,2,2019-2020,compulsory,1250,10072
PC4787,2,2019-2020,compulsory,1024,10072
PC4788,2,2019-2020,compulsory-elective,1284,10072
PC4789,2,2019-2020,compulsory-elective,1179,10072
PC4790,2,2019-2020,compulsory-elective,1004,10072
PC4791,2,2019-2020,elective,1237,10072
PC4792,2,2019-2020,elective,1164,10072
PC4793,2,2019-2020,elective,1153,10072
PC4794,2,2019-2020,elective,1130,10072
PC4795,2,2019-2020,elective,1056,10072
PC4796,2,2019-2020,elective,1037,10072
PC4797,2,2020-2021,compulsory,1220,10072
PC4798,2,2020-2021,compulsory,1175,10072
PC4799,2,2020-2021,compulsory-elective,1278,10072
PC4800,2,2020-2021,compulsory-elective,1126,10072
PC4801,2,2020-2021,compulsory-elective,1121,10072
PC4802,2,2020-2021,elective,1284,10072
PC4803,2,2020-2021,elective,1252,10072
PC4804,2,2020-2021,elective,1123,10072
PC4805,2,2020-2021,elective,1109,10072
PC4806,2,2020-2021,elective,1063,10072
PC4807,2,2020-2021,elective,1046,10072
PC4808,2,2021-2022,compulsory,1163,10072
PC4809,2,2021-2022,compulsory-elective,1275,10072
PC4810,2,2021-2022,compulsory-elective,1156,10072
PC4811,2,2021-2022,compulsory-elective,1069,10072
PC4812,2,2021-2022,elective,1205,10072
PC4813,2,2021-2022,elective,1142,10072
PC4814,2,2021-2022,elective,1101,10072
PC4815,2,2021-2022,elective,1070,10072
PC4816,2,2022-2023,compulsory,1058,10072
PC4817,2,2022-2023,compulsory-elective,1206,10072
PC4818,2,2022-2023,compulsory-elective,1176,10072
PC4819,2,2022-2023,compulsory-elective,1083,10072
PC4820,2,2022-2023,elective,1267,10072
PC4821,2,2022-2023,elective,1181,10072
PC4822,2,2022-2023,elective,1144,10072
PC4823,2,2022-2023,elective,1063,10072
PC4824,2,2022-2023,elective,1019,10072
PC4825,2,2022-2023,elective,1010,10072
PC4826,2,2023-2024,compulsory,1261,10072
PC4827,2,2023-2024,compulsory-elective,1196,10072
PC4828,2,2023-2024,compulsory-elective,1183,10072
PC4829,2,2023-2024,compulsory-elective,1119,10072
PC4830,2,2023-2024,elective,1286,10072
PC4831,2,2023-2024,elective,1185,10072
PC4832,2,2023-2024,elective,1093,10072
PC4833,2,2023-2024,elective,1088,10072
PC4834,3,2013-2014,compulsory,1240,10072
PC4835,3,2013-2014,compulsory-elective,1138,10072
PC4836,3,2013-2014,compulsory-elective,1118,10072
PC4837,3,2013-2014,elective,1260,10072
PC4838,3,2013-2014,elective,1243,10072
PC4839,3,2013-2014,elective,1114,10072
PC4840,3,2013-2014,elective,1045,10072
PC4841,3,2014-2015,compulsory,1042,10072
PC4842,3,2014-2015,compulsory-elective,1204,10072
PC4843,3,2014-2015,compulsory-elective,1145,10072
PC4844,3,2014-2015,compulsory-elective,1081,10072
PC4845,3,2014-2015,compulsory-elective,1017,10072
PC4846,3,2014-2015,elective,1295,10072
PC4847,3,2014-2015,elective,1267,10072
PC4848,3,2014-2015,elective,1219,10072
PC4849,3,2014-2015,elective,1091,10072
PC4850,3,2014-2015,elective,1043,10072
PC4851,3,2014-2015,elective,1041,10072
PC4852,3,2015-2016,compulsory,1160,10072
PC4853,3,2015-2016,compulsory-elective,1297,10072
PC4854,3,2015-2016,compulsory-elective,1294,10072
PC4855,3,2015-2016,compulsory-elective,1279,10072
PC4856,3,2015-2016,elective,1272,10072
PC4857,3,2015-2016,elective,1206,10072
PC4858,3,2015-2016,elective,1194,10072
PC4859,3,2015-2016,elective,1135,10072
PC4860,3,2015-2016,elective,1092,10072
PC4861,3,2016-2017,compulsory,1233,10072
PC4862,3,2016-2017,compulsory-elective,1242,10072
PC4863,3,2016-2017,compulsory-elective,1082,10072
PC4864,3,2016-2017,elective,1252,10072
PC4865,3,2016-2017,elective,1224,10072
PC4866,3,2016-2017,elective,1104,10072
PC4867,3,2016-2017,elective,1098,10072
PC4868,3,2016-2017,elective,1087,10072
PC4869,3,2016-2017,elective,1042,10072
PC4870,3,2017-2018,compulsory,1026,10072
PC4871,3,2017-2018,compulsory-elective,1209,10072
PC4872,3,2017-2018,compulsory-elective,1201,10072
PC4873,3,2017-2018,compulsory-elective,1014,10072
PC4874,3,2017-2018,elective,1266,10072
PC4875,3,2017-2018,elective,1103,10072
PC4876,3,2017-2018,elective,1073,10072
PC4877,3,2017-2018,elective,1037,10072
PC4878,3,2018-2019,compulsory,1109,10072
PC4879,3,2018-2019,compulsory-elective,1195,10072
PC4880,3,2018-2019,compulsory-elective,1070,10072
PC4881,3,2018-2019,elective,1101,10072
PC4882,3,2018-2019,elective,1085,10072
PC4883,3,2018-2019,elective,1057,10072
PC4884,3,2018-2019,elective,1024,10072
PC4885,3,2019-2020,compulsory,1101,10072
PC4886,3,2019-2020,compulsory-elective,1297,10072
PC4887,3,2019-2020,compulsory-elective,1276,10072
PC4888,3,2019-2020,compulsory-elective,1203,10072
PC4889,3,2019-2020,compulsory-elective,1122,10072
PC4890,3,2019-2020,elective,1248,10072
PC4891,3,2019-2020,elective,1180,10072
PC4892,3,2019-2020,elective,1177,10072
PC4893,3,2019-2020,elective,1164,10072
PC4894,3,2019-2020,elective,1129,10072
PC4895,3,2019-2020,elective,1094,10072
PC4896,3,2020-2021,compulsory,1180,10072
PC4897,3,2020-2021,compulsory-elective,1101,10072
PC4898,3,2020-2021,compulsory-elective,1035,10072
PC4899,3,2020-2021,compulsory-elective,1032,10072
PC4900,3,2020-2021,elective,1276,10072
PC4901,3,2020-2021,elective,1267,10072
PC4902,3,2020-2021,elective,1259,10072
PC4903,3,2020-2021,elective,1105,10072
PC4904,3,2020-2021,elective,1100,10072
PC4905,3,2020-2021,elective,1008,10072
PC4906,3,2021-2022,compulsory,1234,10072
PC4907,3,2021-2022,compulsory,1053,10072
PC4908,3,2021-2022,compulsory-elective,1250,10072
PC4909,3,2021-2022,compulsory-elective,1222,10072
PC4910,3,2021-2022,compulsory-elective,1215,10072
PC4911,3,2021-2022,compulsory-elective,1211,10072
PC4912,3,2021-2022,elective,1179,10072
PC4913,3,2021-2022,elective,1155,10072
PC4914,3,2021-2022,elective,1136,10072
PC4915,3,2021-2022,elective,1135,10072
PC4916,3,2021-2022,elective,1110,10072
PC4917,3,2021-2022,elective,1014,10072
PC4918,3,2022-2023,compulsory,1241,10072
PC4919,3,2022-2023,compulsory-elective,1211,10072
PC4920,3,2022-2023,compulsory-elective,1071,10072
PC4921,3,2022-2023,compulsory-elective,1063,10072
PC4922,3,2022-2023,elective,1266,10072
PC4923,3,2022-2023,elective,1249,10072
PC4924,3,2022-2023,elective,1225,10072
PC4925,3,2022-2023,elective,1208,10072
PC4926,3,2022-2023,elective,1115,10072
PC4927,3,2023-2024,compulsory,1109,10072
PC4928,3,2023-2024,compulsory-elective,1218,10072
PC4929,3,2023-2024,compulsory-elective,1104,10072
PC4930,3,2023-2024,compulsory-elective,1084,10072
PC4931,3,2023-2024,elective,1250,10072
PC4932,3,2023-2024,elective,1132,10072
PC4933,3,2023-2024,elective,1125,10072
PC4934,3,2023-2024,elective,1126,10072
PC4935,3,2023-2024,elective,1121,10072
PC4936,1,2013-2014,compulsory,1240,10073
PC4937,1,2013-2014,compulsory,1036,10073
PC4938,1,2013-2014,compulsory,1235,10073
PC4939,1,2013-2014,compulsory,1098,10073
PC4940,1,2013-2014,elective,1256,10073
PC4941,1,2013-2014,elective,1206,10073
PC4942,1,2013-2014,elective,1196,10073
PC4943,1,2013-2014,elective,1129,10073
PC4944,1,2013-2014,elective,1022,10073
PC4945,1,2013-2014,elective,1008,10073
PC4946,1,2014-2015,compulsory,1221,10073
PC4947,1,2014-2015,compulsory-elective,1245,10073
PC4948,1,2014-2015,compulsory-elective,1192,10073
PC4949,1,2014-2015,compulsory-elective,1137,10073
PC4950,1,2014-2015,compulsory-elective,1044,10073
PC4951,1,2014-2015,compulsory-elective,1178,10073
PC4952,1,2014-2015,compulsory-elective,1165,10073
PC4953,1,2014-2015,compulsory-elective,1112,10073
PC4954,1,2014-2015,compulsory-elective,1052,10073
PC4955,1,2015-2016,compulsory,1237,10073
PC4956,1,2015-2016,compulsory,1225,10073
PC4957,1,2015-2016,compulsory-elective,1269,10073
PC4958,1,2015-2016,compulsory-elective,1248,10073
PC4959,1,2015-2016,compulsory-elective,1228,10073
PC4960,1,2015-2016,compulsory-elective,1157,10073
PC4961,1,2015-2016,compulsory-elective,1293,10073
PC4962,1,2015-2016,compulsory-elective,1272,10073
PC4963,1,2015-2016,compulsory-elective,1093,10073
PC4964,1,2015-2016,compulsory-elective,1065,10073
PC4965,1,2016-2017,compulsory,1229,10073
PC4966,1,2016-2017,compulsory,1205,10073
PC4967,1,2016-2017,compulsory-elective,1194,10073
PC4968,1,2016-2017,compulsory-elective,1175,10073
PC4969,1,2016-2017,compulsory-elective,1035,10073
PC4970,1,2016-2017,elective,1266,10073
PC4971,1,2016-2017,elective,1176,10073
PC4972,1,2016-2017,elective,1161,10073
PC4973,1,2016-2017,elective,1017,10073
PC4974,1,2017-2018,compulsory,1168,10073
PC4975,1,2017-2018,compulsory,1122,10073
PC4976,1,2017-2018,compulsory-elective,1247,10073
PC4977,1,2017-2018,compulsory-elective,1068,10073
PC4978,1,2017-2018,compulsory-elective,1065,10073
PC4979,1,2017-2018,elective,1186,10073
PC4980,1,2017-2018,elective,1119,10073
PC4981,1,2017-2018,elective,1061,10073
PC4982,1,2017-2018,elective,1038,10073
PC4983,1,2018-2019,compulsory,1151,10073
PC4984,1,2018-2019,compulsory,1096,10073
PC4985,1,2018-2019,compulsory,1132,10073
PC4986,1,2018-2019,compulsory,1033,10073
PC4987,1,2018-2019,elective,1202,10073
PC4988,1,2018-2019,elective,1137,10073
PC4989,1,2018-2019,elective,1127,10073
PC4990,1,2018-2019,elective,1009,10073
PC4991,1,2019-2020,compulsory,1260,10073
PC4992,1,2019-2020,compulsory-elective,1150,10073
PC4993,1,2019-2020,compulsory-elective,1135,10073
PC4994,1,2019-2020,compulsory-elective,1021,10073
PC4995,1,2019-2020,elective,1289,10073
PC4996,1,2019-2020,elective,1268,10073
PC4997,1,2019-2020,elective,1249,10073
PC4998,1,2019-2020,elective,1211,10073
PC4999,1,2019-2020,elective,1161,10073
PC5000,1,2019-2020,elective,1084,10073
PC5001,1,2020-2021,compulsory,1297,10073
PC5002,1,2020-2021,compulsory,1086,10073
PC5003,1,2020-2021,compulsory,1275,10073
PC5004,1,2020-2021,compulsory,1257,10073
PC5005,1,2020-2021,elective,1298,10073
PC5006,1,2020-2021,elective,1285,10073
PC5007,1,2020-2021,elective,1216,10073
PC5008,1,2020-2021,elective,1183,10073
PC5009,1,2020-2021,elective,1139,10073
PC5010,1,2020-2021,elective,1072,10073
PC5011,1,2021-2022,compulsory,1290,10073
PC5012,1,2021-2022,compulsory,1216,10073
PC5013,1,2021-2022,compulsory-elective,1270,10073
PC5014,1,2021-2022,compulsory-elective,1222,10073
PC5015,1,2021-2022,compulsory-elective,1142,10073
PC5016,1,2021-2022,compulsory-elective,1125,10073
PC5017,1,2021-2022,elective,1274,10073
PC5018,1,2021-2022,elective,1214,10073
